"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","2","2",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","3","3",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","4","4",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","5","5",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","6","6",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","7","7",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","8","8",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","9","9",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","10","10",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","11","11",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","12","12",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","13","13",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","14","14",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","15","15",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","16","16",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","17","17",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","18","18",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","19","19",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","20","20",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","21","21",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","22","22",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","23","23",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","24","24",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","25","25",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","26","26",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","27","27",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","28","28",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","29","29",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","30","30",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","31","31",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","32","32",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","33","33",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","34","34",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","35","35",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","36","36",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","37","37",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","38","38",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","39","39",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","40","40",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","41","41",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","42","42",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","43","43",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","44","44",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","45","45",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","46","46",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","47","47",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","48","48",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","49","49",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","50","50",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","51","51",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","52","52",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","53","53",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","54","54",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","55","55",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","56","56",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","57","57",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","58","58",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","59","59",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","60","60",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","61","61",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","62","62",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","63","63",NA,NA,NA,NA,"1","1","1","1","1","1"
"FARS","vehicle","PREV_SUS2","prev_sus2","Previous Administrative Per Se for BAC (Not Underage)","This data element records the count of previous pre-conviction administratively imposed suspensions, revocations, or withdrawals within the 5 years prior to the crash date for driving with a BAC above a specified limit or refusing to submit to chemical testing. This element is only for administrative actions associated with alcohol. These are NOT BAC convictions.","Prior to 2015 the time frame for this data element was any occurrence within 3 years of the crash date.","64","64",NA,NA,NA,NA,"1","1","1","1","1","1"
